LAKE NAME,Code,Latitude,Longitude,Distance,Latitude_DD,Longitude_DD
Hanuman_Kunta,A14,"78°11'38.231""E","17°5'54.585""N",121.44,17.0985,78.19395
Hanuman_Kunta,A15,"78°11'39.049""E","17°5'51.922""N",85.41,17.09776,78.19418
Hanuman_Kunta,A16,"78°11'40.296""E","17°5'39.591""N",75.42,17.09433,78.19453
Hanuman_Kunta,A17,"78°11'40.771""E","17°5'48.466""N",42.67,17.0968,78.19466
Hanuman_Kunta,A18,"78°11'40.084""E","17°5'47.225""N",40.02,17.09645,78.19447
Hanuman_Kunta,A19,"78°11'40.542""E","17°5'46.406""N",25.71,17.09622,78.1946
Hanuman_Kunta,A20,"78°11'42.474""E","17°5'46.004""N",58.48,17.09611,78.19513
Pedda_Arla_Kunta,A1,"78°10'53.748""E","17°6'41.908""N",0.0,17.11164,78.1816
Pedda_Arla_Kunta,A2,"78°10'53.821""E","17°6'42.483""N",17.81,17.1118,78.18162
Pedda_Arla_Kunta,A3,"78°10'53.762""E","17°6'42.833""N",10.91,17.1119,78.1816
Pedda_Arla_Kunta,A4,"78°10'53.622""E","17°6'43.122""N",9.8,17.11198,78.18156
Pedda_Arla_Kunta,A5,"78°10'53.783""E","17°6'43.450""N",11.17,17.11207,78.18161
Pedda_Arla_Kunta,A6,"78°10'54.195""E","17°6'43.466""N",12.0,17.11207,78.18172
Pedda_Arla_Kunta,A7,"78°10'55.043""E","17°6'43.561""N",25.25,17.1121,78.18196
Pedda_Arla_Kunta,A8,"78°10'55.455""E","17°6'43.795""N",14.16,17.11217,78.18207
Pedda_Arla_Kunta,A9,"78°10'55.952""E","17°6'43.833""N",21.34,17.11218,78.18221
Pedda_Arla_Kunta,A10,"78°10'56.985""E","17°6'44.082""N",25.34,17.11225,78.1825
Pedda_Arla_Kunta,A11,"78°10'57.535""E","17°6'44.376""N",16.03,17.11233,78.18265
Pedda_Arla_Kunta,A12,"78°10'57.936""E","17°6'43.975""N",18.04,17.11222,78.18276
Pedda_Arla_Kunta,A13,"78°10'57.936""E","17°6'43.419""N",17.0,17.11206,78.18276
Pedda_Arla_Kunta,A14,"78°10'57.719""E","17°6'42.952""N",15.76,17.11193,78.1827
Pedda_Arla_Kunta,A15,"78°10'57.564""E","17°6'42.604""N",10.82,17.11183,78.18266
Moddu_Kunta,A1,"17°6'0.86""N","78°12'24.772""E",0.0,17.10024,78.20688
Moddu_Kunta,A2,"17°6'1.274""N","78°12'24.217""E",20.791,17.10035,78.20673
Moddu_Kunta,A3,"17°6'1.742""N","78°12'23.688""E",21.274,17.10048,78.20658
Moddu_Kunta,A4,"17°6'2.099""N","78°12'24.466""E",25.49,17.10058,78.2068
Moddu_Kunta,A5,"17°6'2.48""N","78°12'25.196""E",24.715,17.10069,78.207
Moddu_Kunta,A6,"17°6'3.161""N","78°12'25.711""E",25.702,17.10088,78.20714
Moddu_Kunta,A7,"17°6'2.405""N","78°12'26.636""E",35.925,17.10067,78.2074
Moddu_Kunta,A8,"17°6'3.156""N","78°12'27.382""E",22.485,17.10088,78.20761
Moddu_Kunta,A9,"17°6'3.636""N","78°12'27.936""E",26.777,17.10101,78.20776
Moddu_Kunta,A10,"17°6'3.167""N","78°12'28.141""E",13.707,17.10088,78.20782
Moddu_Kunta,A11,"17°6'3.625""N","78°12'29.29""E",38.73,17.10101,78.20814
Moddu_Kunta,A12,"17°6'3.37""N","78°12'30.233""E",16.524,17.10094,78.2084
Moddu_Kunta,A13,"17°6'2.844""N","78°12'30.284""E",20.384,17.10079,78.20841
Moddu_Kunta,A14,"17°6'2.628""N","78°12'30.017""E",8.654,17.10073,78.20834
Thunga_Kunta,A1,"17°5'58.344""N","78°13'34.05""E",0.0,17.09954,78.22612
Thunga_Kunta,A2,"17°5'58.241""N","78°13'34.104""E",3.54,17.09951,78.22614
Thunga_Kunta,A3,"17°5'58.122""N","78°13'34.136""E",3.76,17.09948,78.22615
Thunga_Kunta,A4,"17°5'57.35""N","78°13'34.36""E",24.68,17.09926,78.22621
Thunga_Kunta,A5,"17°5'56.959""N","78°13'34.973""E",21.77,17.09916,78.22638
Thunga_Kunta,A6,"17°5'56.329""N","78°13'35.385""E",22.88,17.09898,78.2265
Thunga_Kunta,A7,"17°5'55.551""N","78°13'35.637""E",25.06,17.09876,78.22657
Thunga_Kunta,A8,"17°5'54.904""N","78°13'35.927""E",21.68,17.09858,78.22665
Thunga_Kunta,A9,"17°5'54.375""N","78°13'36.03""E",16.56,17.09844,78.22668
Thunga_Kunta,A10,"17°5'52.905""N","78°13'35.686""E",46.35,17.09803,78.22658
Thunga_Kunta,A11,"17°5'51.756""N","78°13'35.738""E",35.36,17.09771,78.22659
Thunga_Kunta,A12,"17°5'50.553""N","78°13'35.763""E",37.03,17.09738,78.2266
Thunga_Kunta,A13,"17°5'49.613""N","78°13'36.535""E",36.85,17.09711,78.22682
Thunga_Kunta,A14,"17°5'49.29""N","78°13'36.977""E",16.43,17.09702,78.22694
Thunga_Kunta,A15,"17°5'48.996""N","78°13'37.332""E",13.86,17.09694,78.22704
Thunga_Kunta,A16,"17°5'49.589""N","78°13'37.875""E",24.3,17.09711,78.22719
Thunga_Kunta,A17,"17°5'50.271""N","78°13'38.408""E",26.24,17.0973,78.22734
Thunga_Kunta,A18,"17°5'50.629""N","78°13'38.902""E",18.28,17.0974,78.22747
Thunga_Kunta,A19,"17°5'50.661""N","78°13'39.312""E",12.17,17.09741,78.22759
Thunga_Kunta,A20,"17°5'51.194""N","78°13'39.775""E",21.37,17.09755,78.22772
Thunga_Kunta,A21,"17°5'51.835""N","78°13'40.666""E",32.92,17.09773,78.22796
Thunga_Kunta,A22,"17°5'52.29""N","78°13'41.167""E",20.37,17.09786,78.2281
Thunga_Kunta,A23,"17°5'52.61""N","78°13'40.728""E",16.3,17.09795,78.22798
Thunga_Kunta,A24,"17°5'53.35""N","78°13'40.151""E",28.47,17.09815,78.22782
Thunga_Kunta,A25,"17°5'54.084""N","78°13'40.377""E",23.55,17.09836,78.22788
Thunga_Kunta,A26,"17°5'55.709""N","78°13'40.696""E",50.88,17.09881,78.22797
Thunga_Kunta,A27,"17°5'56.749""N","78°13'41.175""E",34.97,17.0991,78.2281
Thunga_Kunta,A28,"17°5'57.595""N","78°13'41.551""E",28.32,17.09933,78.22821
Thunga_Kunta,A29,"17°5'58.044""N","78°13'41.782""E",15.4,17.09946,78.22827
Thunga_Kunta,A30,"17°5'58.304""N","78°13'41.934""E",11.04,17.09953,78.22831
Thunga_Kunta,A31,"17°5'58.826""N","78°13'42.695""E",24.79,17.09967,78.22853
Thunga_Kunta,A32,"17°5'59.276""N","78°13'42.484""E",15.18,17.0998,78.22847
Thunga_Kunta,A33,"17°5'59.473""N","78°13'42.631""E",7.45,17.09985,78.22851
Kakarathumu_Kunta,A1,"78°15'56.919""E","17°2'27.818""N",0.0,17.04106,78.26581
Kakarathumu_Kunta,A2,"78°15'56.987""E","17°2'26.916""N",27.84,17.04081,78.26583
Kakarathumu_Kunta,A3,"78°15'57.939""E","17°2'26.549""N",30.35,17.04071,78.26609
Kakarathumu_Kunta,A4,"78°15'59.216""E","17°2'26.141""N",39.81,17.04059,78.26645
Kakarathumu_Kunta,A5,"78°16'1.194""E","17°2'26.701""N",59.95,17.04075,78.267
Kakarathumu_Kunta,A6,"78°16'2.312""E","17°2'25.633""N",33.2,17.04045,78.26731
Kakarathumu_Kunta,A7,"78°16'3.850""E","17°2'25.562""N",45.56,17.04043,78.26774
Kakarathumu_Kunta,A8,"78°16'7.069""E","17°2'25.325""N",95.65,17.04037,78.26863
Kakarathumu_Kunta,A9,"78°16'8.002""E","17°2'25.111""N",28.38,17.04031,78.26889
Kakarathumu_Kunta,A10,"78°16'8.642""E","17°2'25.424""N",21.22,17.0404,78.26907
Kakarathumu_Kunta,A11,"78°16'9.139""E","17°2'25.858""N",19.87,17.04052,78.26921
Pinnamma_Kunta,A1,"17°2'10.641""N","78°16'39.424""E",0.0,17.03629,78.27762
Pinnamma_Kunta,A2,"17°2'10.373""N","78°16'37.228""E",65.5,17.03621,78.27701
Pinnamma_Kunta,A3,"17°2'10.076""N","78°16'37.077""E",10.11,17.03613,78.27697
Pinnamma_Kunta,A4,"17°2'9.578""N","78°16'37.638""E",22.6,17.03599,78.27712
Pinnamma_Kunta,A5,"17°2'8.869""N","78°16'39.861""E",69.31,17.0358,78.27774
Pinnamma_Kunta,A6,"17°2'9.963""N","78°16'44.222""E",133.34,17.0361,78.27895
Pinnamma_Kunta,A7,"17°2'10.790""N","78°16'48.481""E",128.58,17.03633,78.28013
Pinnamma_Kunta,A8,"17°2'10.979""N","78°16'48.678""E",8.23,17.03638,78.28019
Pinnamma_Kunta,A9,"17°2'11.613""N","78°16'51.240""E",78.31,17.03656,78.2809
Pinnamma_Kunta,A10,"17°2'12.135""N","78°16'52.016""E",28.01,17.0367,78.28112
Pinnamma_Kunta,A11,"17°2'12.809""N","78°16'52.358""E",23.07,17.03689,78.28121
Pinnamma_Kunta,A12,"17°2'13.383""N","78°16'52.520""E",18.31,17.03705,78.28126
Pinnamma_Kunta,A13,"17°2'13.952""N","78°16'52.591""E",16.75,17.03721,78.28128
Pinnamma_Kunta,A14,"17°2'14.092""N","78°16'52.691""E",7.12,17.03725,78.2813
Pinnamma_Kunta,A15,"17°2'14.251""N","78°16'52.762""E",4.33,17.03729,78.28132
Pinnamma_Kunta,A16,"17°2'14.681""N","78°16'52.897""E",14.88,17.03741,78.28136
Pinnamma_Kunta,A17,"17°2'15.099""N","78°16'53.035""E",11.63,17.03753,78.2814
Pinnamma_Kunta,A18,"17°2'15.500""N","78°16'53.354""E",11.18,17.03764,78.28149
Pinnamma_Kunta,A19,"17°2'16.466""N","78°16'53.745""E",33.14,17.03791,78.2816
Pinnamma_Kunta,A20,"17°2'17.406""N","78°16'53.972""E",29.71,17.03817,78.28166
Pinnamma_Kunta,A21,"17°2'18.346""N","78°16'54.123""E",29.25,17.03843,78.2817
Pinnamma_Kunta,A22,"17°2'18.503""N","78°16'53.595""E",12.15,17.03847,78.28155
Pinnamma_Kunta,A23,"17°2'18.545""N","78°16'53.596""E",4.68,17.03848,78.28155
Pinnamma_Kunta,A24,"17°2'18.375""N","78°16'53.282""E",10.66,17.03844,78.28147
Pinnamma_Kunta,A25,"17°2'18.231""N","78°16'52.853""E",13.64,17.0384,78.28135
Pinnamma_Kunta,A26,"17°2'17.894""N","78°16'52.002""E",27.01,17.0383,78.28111
Kotha_Kunta,A1,"17°2'47.568""N","78°17'29.078""E",0.0,17.04655,78.29141
Kotha_Kunta,A2,"17°2'47.845""N","78°17'30.579""E",45.22,17.04662,78.29183
Kotha_Kunta,A3,"17°2'48.212""N","78°17'31.501""E",29.52,17.04673,78.29208
Kotha_Kunta,A4,"17°2'48.504""N","78°17'32.314""E",25.69,17.04681,78.29231
Kotha_Kunta,A5,"17°2'49.078""N","78°17'33.822""E",47.98,17.04697,78.29273
Kotha_Kunta,A6,"17°2'49.515""N","78°17'36.130""E",69.62,17.04709,78.29337
Kotha_Kunta,A7,"17°2'49.802""N","78°17'37.015""E",27.61,17.04717,78.29362
Kotha_Kunta,A8,"17°2'49.742""N","78°17'37.330""E",9.5,17.04715,78.2937
Kotha_Kunta,A9,"17°2'50.238""N","78°17'37.873""E",22.18,17.04729,78.29385
Kotha_Kunta,A10,"17°2'50.730""N","78°17'38.607""E",26.47,17.04742,78.29406
Kotha_Kunta,A11,"17°2'48.078""N","78°17'39.374""E",84.66,17.04669,78.29427
Kotha_Kunta,A12,"17°2'47.969""N","78°17'39.396""E",9.85,17.04666,78.29428
Kotha_Kunta,A13,"17°2'47.065""N","78°17'39.003""E",27.85,17.04641,78.29417
Kotha_Kunta,A14,"17°2'47.051""N","78°17'38.761""E",7.17,17.0464,78.2941
Kotha_Kunta,A15,"17°2'47.020""N","78°17'38.263""E",14.78,17.04639,78.29396
Kotha_Kunta,A16,"17°2'47.003""N","78°17'38.236""E",0.95,17.04639,78.29395
Kotha_Kunta,A17,"17°2'46.178""N","78°17'37.576""E",32.0,17.04616,78.29377
Kotha_Kunta,A18,"17°2'45.460""N","78°17'37.433""E",22.5,17.04596,78.29373
Kotha_Kunta,A19,"17°2'44.675""N","78°17'37.340""E",24.32,17.04574,78.29371
Kotha_Kunta,A20,"17°2'44.194""N","78°17'37.267""E",14.94,17.04561,78.29369
Kotha_Kunta,A21,"17°2'44.171""N","78°17'36.608""E",19.51,17.0456,78.2935
Kotha_Kunta,A22,"17°2'43.593""N","78°17'36.676""E",17.88,17.04544,78.29352
Kotha_Kunta,A23,"17°2'39.941""N","78°17'36.981""E",112.54,17.04443,78.29361
Kotha_Kunta,A24,"17°2'36.808""N","78°17'34.406""E",121.38,17.04356,78.29289
Kotha_Kunta,A25,"17°2'37.218""N","78°17'33.287""E",35.45,17.04367,78.29258
Kotha_Kunta,A26,"17°2'38.746""N","78°17'33.340""E",47.03,17.0441,78.29259
Yatham_Kunta,A1,"17°3'29.987""N","78°17'28.676""E",0.0,17.05833,78.2913
Yatham_Kunta,A2,"17°3'29.427""N","78°17'30.214""E",48.651,17.05817,78.29173
Yatham_Kunta,A3,"17°3'29.475""N","78°17'30.265""E",2.106,17.05819,78.29174
Yatham_Kunta,A4,"17°3'30.423""N","78°17'30.409""E",29.499,17.05845,78.29178
Yatham_Kunta,A5,"17°3'31.619""N","78°17'30.440""E",36.78,17.05878,78.29179
Yatham_Kunta,A6,"17°3'31.690""N","78°17'30.860""E",12.616,17.0588,78.29191
Yatham_Kunta,A7,"17°3'32.785""N","78°17'31.151""E",34.767,17.05911,78.29199
Yatham_Kunta,A8,"17°3'32.808""N","78°17'31.490""E",10.045,17.05911,78.29208
Yatham_Kunta,A9,"17°3'32.846""N","78°17'32.181""E",20.499,17.05912,78.29227
Yatham_Kunta,A10,"17°3'33.807""N","78°17'32.341""E",29.946,17.05939,78.29232
Yatham_Kunta,A11,"17°3'34.855""N","78°17'32.788""E",34.854,17.05968,78.29244
Yatham_Kunta,A12,"17°3'35.317""N","78°17'32.963""E",15.104,17.05981,78.29249
Yatham_Kunta,A13,"17°3'35.390""N","78°17'32.772""E",6.083,17.05983,78.29244
Yatham_Kunta,A14,"17°3'36.380""N","78°17'33.179""E",32.734,17.06011,78.29255
Yatham_Kunta,A15,"17°3'36.672""N","78°17'33.184""E",8.971,17.06019,78.29255
Yatham_Kunta,A16,"17°3'36.707""N","78°17'32.513""E",19.877,17.0602,78.29236
Yatham_Kunta,A17,"17°3'36.573""N","78°17'31.270""E",37.032,17.06016,78.29202
Yatham_Kunta,A18,"17°3'36.424""N","78°17'30.135""E",33.876,17.06012,78.2917
Yatham_Kunta,A19,"17°3'36.434""N","78°17'29.554""E",17.189,17.06012,78.29154
Yatham_Kunta,A20,"17°3'36.424""N","78°17'28.588""E",28.598,17.06012,78.29127
Yatham_Kunta,A21,"17°3'36.225""N","78°17'27.339""E",37.563,17.06006,78.29093
Yatham_Kunta,A22,"17°3'36.155""N","78°17'26.896""E",16.114,17.06004,78.2908
Yatham_Kunta,A23,"17°3'35.827""N","78°17'26.319""E",17.4,17.05995,78.29064
Yatham_Kunta,A24,"17°3'34.959""N","78°17'25.657""E",33.117,17.05971,78.29046
Yatham_Kunta,A25,"17°3'34.572""N","78°17'25.312""E",15.691,17.0596,78.29036
Yatham_Kunta,A26,"17°3'34.630""N","78°17'24.869""E",13.231,17.05962,78.29024
Yatham_Kunta,A27,"17°3'34.107""N","78°17'24.432""E",20.619,17.05947,78.29012
Yatham_Kunta,A28,"17°3'33.276""N","78°17'24.273""E",25.996,17.05924,78.29008
Yatham_Kunta,A29,"17°3'32.925""N","78°17'24.235""E",10.857,17.05915,78.29007
Yatham_Kunta,A30,"17°3'32.938""N","78°17'23.903""E",9.813,17.05915,78.28997
Thette_Kunta,A1,"17°9'5.954""N","78°10'51.762""E",0.0,17.15165,78.18104
Thette_Kunta,A2,"17°9'5.886""N","78°10'51.719""E",2.499,17.15164,78.18103
Thette_Kunta,A3,"17°9'6.005""N","78°10'50.869""E",25.415,17.15167,78.1808
Thette_Kunta,A4,"17°9'6.21""N","78°10'50.599""E",10.08,17.15172,78.18072
Thette_Kunta,A5,"17°9'6.545""N","78°10'50.567""E",10.386,17.15182,78.18071
Thette_Kunta,A6,"17°9'6.739""N","78°10'50.527""E",6.109,17.15187,78.1807
Thette_Kunta,A7,"17°9'6.102""N","78°10'50.462""E",10.152,17.1517,78.18068
Thette_Kunta,A8,"17°9'7.247""N","78°10'50.419""E",5.791,17.15201,78.18067
Thette_Kunta,A9,"17°9'8.226""N","78°10'49.571""E",28.296,17.15228,78.18044
Thette_Kunta,A10,"17°9'8.698""N","78°10'49.569""E",25.97,17.15242,78.18044
Thette_Kunta,A11,"17°9'9.462""N","78°10'49.462""E",6.237,17.15263,78.18041
Thette_Kunta,A12,"17°9'9.14""N","78°10'49.472""E",7.633,17.15254,78.18041
Thette_Kunta,A13,"17°9'9.533""N","78°10'49.462""E",17.016,17.15265,78.18041
Thette_Kunta,A14,"17°9'9.914""N","78°10'49.418""E",12.007,17.15275,78.18039
Thette_Kunta,A15,"17°9'10.251""N","78°10'49.448""E",8.435,17.15285,78.1804
Thette_Kunta,A16,"17°9'10.616""N","78°10'49.224""E",10.985,17.15295,78.18034
Thette_Kunta,A17,"17°9'10.706""N","78°10'49.164""E",2.893,17.15297,78.18032
Thette_Kunta,A18,"17°9'11.074""N","78°10'49.458""E",13.001,17.15308,78.1804
Thette_Kunta,A19,"17°9'11.939""N","78°10'49.257""E",35.407,17.15332,78.18035
Thette_Kunta,A20,"17°9'12.133""N","78°10'51.139""E",27.707,17.15337,78.18087
Thette_Kunta,A21,"17°9'12.233""N","78°10'52.086""E",27.333,17.1534,78.18114
Thette_Kunta,A22,"17°9'12.143""N","78°10'52.896""E",24.086,17.15337,78.18136
Yennem_Kunta,A1,"17°9'58.114""N","78°11'55.241""E",0.0,17.16614,78.19868
Yennem_Kunta,A2,"17°9'57.923""N","78°11'55.01""E",9.002,17.16609,78.19861
Yennem_Kunta,A3,"17°9'59.197""N","78°11'51.526""E",110.249,17.16644,78.19765
Yennem_Kunta,A4,"17°9'59.364""N","78°11'50.662""E",35.519,17.16649,78.19741
Yennem_Kunta,A5,"17°9'0.666""N","78°11'49.024""E",52.134,17.15018,78.19695
Yennem_Kunta,A6,"17°9'1.469""N","78°11'47.018""E",64.276,17.15041,78.19639
Yennem_Kunta,A7,"17°9'2.516""N","78°11'45.496""E",55.373,17.1507,78.19597
Yennem_Kunta,A8,"17°9'2.833""N","78°11'43.501""E",59.716,17.15079,78.19542
Yennem_Kunta,A9,"17°9'3.366""N","78°11'41.924""E",49.441,17.15094,78.19498
Yennem_Kunta,A10,"17°9'3.956""N","78°11'41.05""E",31.616,17.1511,78.19474
Yennem_Kunta,A11,"17°9'3.888""N","78°11'39.926""E",33.271,17.15108,78.19442
Yennem_Kunta,A12,"17°9'5.818""N","78°11'37.435""E",94.665,17.15162,78.19373
Yennem_Kunta,A13,"17°9'5.137""N","78°11'35.362""E",119.096,17.15143,78.19316
Yennem_Kunta,A14,"17°9'1.912""N","78°11'32.82""E",113.961,17.15053,78.19245
Yennem_Kunta,A15,"17°9'4.544""N","78°11'31.97""E",84.509,17.15126,78.19221
Yennem_Kunta,A16,"17°9'5.908""N","78°11'33.565""E",63.104,17.15164,78.19266
Yennem_Kunta,A17,"17°9'8.252""N","78°11'37.835""E",145.409,17.15229,78.19384
Yennem_Kunta,A18,"17°9'7.788""N","78°11'38.681""E",82.134,17.15216,78.19408
Yennem_Kunta,A19,"17°9'7.078""N","78°11'41.852""E",96.321,17.15197,78.19496
Yennem_Kunta,A20,"17°9'5.944""N","78°11'45.013""E",99.741,17.15165,78.19584
Yennem_Kunta,A21,"17°9'4.969""N","78°11'48.091""E",95.854,17.15138,78.19669
Erra_Kunta,A1,"17°3'10.061""N","78°21'23.428""E",0.0,17.05279,78.35651
Erra_Kunta,A2,"17°3'9.889""N","78°21'23.472""E",5.45,17.05275,78.35652
Erra_Kunta,A3,"17°3'9.638""N","78°21'23.737""E",11.01,17.05268,78.35659
Erra_Kunta,A4,"17°3'9.412""N","78°21'24.296""E",17.78,17.05261,78.35675
Erra_Kunta,A5,"17°3'9.077""N","78°21'24.889""E",20.5,17.05252,78.35691
Erra_Kunta,A6,"17°3'8.592""N","78°21'25.416""E",23.95,17.05239,78.35706
Erra_Kunta,A7,"17°3'7.945""N","78°21'25.892""E",23.65,17.05221,78.35719
Erra_Kunta,A8,"17°3'7.531""N","78°21'25.945""E",12.82,17.05209,78.35721
Erra_Kunta,A9,"17°3'7.095""N","78°21'26.113""E",8.49,17.05197,78.35725
Erra_Kunta,A10,"17°3'6.762""N","78°21'26.232""E",12.78,17.05188,78.35729
Erra_Kunta,A11,"17°3'6.493""N","78°21'26.475""E",22.57,17.0518,78.35735
Erra_Kunta,A12,"17°3'6.905""N","78°21'26.892""E",18.63,17.05192,78.35747
Erra_Kunta,A13,"17°3'5.336""N","78°21'27.392""E",26.21,17.05148,78.35761
Erra_Kunta,A14,"17°3'4.966""N","78°21'28.343""E",17.57,17.05138,78.35787
Erra_Kunta,A15,"17°3'4.145""N","78°21'29.736""E",48.35,17.05115,78.35826
Erra_Kunta,A16,"17°3'3.452""N","78°21'29.978""E",22.49,17.05096,78.35833
Erra_Kunta,A17,"17°3'2.63""N","78°21'30.183""E",25.99,17.05073,78.35838
Erra_Kunta,A18,"17°3'2.414""N","78°21'30.757""E",18.48,17.05067,78.35854
Erra_Kunta,A19,"17°3'2.203""N","78°21'31.495""E",22.79,17.05061,78.35875
Erra_Kunta,A20,"17°3'2.008""N","78°21'32.265""E",23.56,17.05056,78.35896
Erra_Kunta,A21,"17°3'1.757""N","78°21'33.064""E",24.85,17.05049,78.35918
Erra_Kunta,A22,"17°3'2.004""N","78°21'33.711""E",20.62,17.05056,78.35936
Erra_Kunta,A23,"17°3'2.015""N","78°21'34.298""E",25.91,17.05056,78.35953
Erra_Kunta,A24,"17°3'2.897""N","78°21'35.021""E",26.14,17.0508,78.35973
Erra_Kunta,A25,"17°3'3.598""N","78°21'35.986""E",24.76,17.051,78.36
Erra_Kunta,A26,"17°3'3.918""N","78°21'36.996""E",16.45,17.05109,78.36028
Erra_Kunta,A27,"17°3'4.285""N","78°21'38.157""E",30.95,17.05119,78.3606
Erra_Kunta,A28,"17°3'4.372""N","78°21'38.274""E",9.67,17.05121,78.36063
Erra_Kunta,A29,"17°3'4.639""N","78°21'38.633""E",22.36,17.05129,78.36073
Erra_Kunta,A30,"17°3'6.068""N","78°21'38.02""E",24.43,17.05169,78.36056
Erra_Kunta,A31,"17°3'6.655""N","78°21'37.512""E",23.51,17.05185,78.36042
Erra_Kunta,A32,"17°3'6.995""N","78°21'36.382""E",32.02,17.05194,78.36011
Erra_Kunta,A33,"17°3'7.494""N","78°21'36.058""E",28.0,17.05208,78.36002
Erra_Kunta,A34,"17°3'7.884""N","78°21'35.672""E",25.68,17.05219,78.35991
Erra_Kunta,A35,"17°3'8.356""N","78°21'35.664""E",22.84,17.05232,78.35991
Erra_Kunta,A36,"17°3'9.723""N","78°21'35.914""E",23.63,17.0527,78.35998
Erra_Kunta,A37,"17°3'10.416""N","78°21'35.6""E",23.26,17.05289,78.35989
Bodhi_Kunta,A1,"17°9'34.618""N","78°16'54.437""E",0.0,17.15962,78.28179
Bodhi_Kunta,A2,"17°9'33.962""N","78°16'53.954""E",24.639,17.15943,78.28165
Bodhi_Kunta,A3,"17°9'33.001""N","78°16'53.67""E",30.763,17.15917,78.28158
Bodhi_Kunta,A4,"17°9'32.004""N","78°16'53.314""E",32.453,17.15889,78.28148
Bodhi_Kunta,A5,"17°9'31.234""N","78°16'52.536""E",33.051,17.15868,78.28126
Bodhi_Kunta,A6,"17°9'31.763""N","78°16'51.668""E",30.408,17.15882,78.28102
Bodhi_Kunta,A7,"17°9'32.782""N","78°16'49.955""E",59.556,17.15911,78.28054
Bodhi_Kunta,A8,"17°9'33.044""N","78°16'49.03""E",28.507,17.15918,78.28029
Bodhi_Kunta,A9,"17°9'33.92""N","78°16'48.024""E",41.432,17.15942,78.28001
Bodhi_Kunta,A10,"17°9'32.893""N","78°16'46.236""E",41.344,17.15914,78.27951
Bodhi_Kunta,A11,"17°9'33.71""N","78°16'46.29""E",25.188,17.15936,78.27953
Bodhi_Kunta,A12,"17°9'35.32""N","78°16'45.188""E",16.887,17.15981,78.27922
Bodhi_Kunta,A13,"17°9'35.978""N","78°16'44.674""E",25.034,17.15999,78.27908
Bodhi_Kunta,A14,"17°9'36.475""N","78°16'44.144""E",21.942,17.16013,78.27893
Bodhi_Kunta,A15,"17°9'38.502""N","78°16'44.393""E",62.714,17.1607,78.279
Kummari_Kunta,A1,"17°12'38.188""N","78°16'17.805""E",0.0,17.21061,78.27161
Kummari_Kunta,A2,"17°12'37.711""N","78°16'17.702""E",15.0,17.21048,78.27158
Kummari_Kunta,A3,"17°12'36.981""N","78°16'17.452""E",23.6,17.21027,78.27151
Kummari_Kunta,A4,"17°12'37.544""N","78°16'17.085""E",20.4,17.21043,78.27141
Kummari_Kunta,A5,"17°12'38.937""N","78°16'17.204""E",43.0,17.21082,78.27145
Kummari_Kunta,A6,"17°12'39.189""N","78°16'16.253""E",29.2,17.21089,78.27118
Kummari_Kunta,A7,"17°12'40.396""N","78°16'13.518""E",89.0,17.21122,78.27042
Kummari_Kunta,A8,"17°12'40.878""N","78°16'12.802""E",25.8,17.21136,78.27022
Kummari_Kunta,A9,"17°12'40.633""N","78°16'16.472""E",12.6,17.21129,78.27124
Kummari_Kunta,A10,"17°12'41.051""N","78°16'16.394""E",13.1,17.2114,78.27122
Kummari_Kunta,A11,"17°12'44.169""N","78°16'16.795""E",96.7,17.21227,78.27133
Kummari_Kunta,A12,"17°12'45.746""N","78°16'17.397""E",51.7,17.21271,78.2715
Kummari_Kunta,A13,"17°12'46.548""N","78°16'17.294""E",29.2,17.21293,78.27147
Kummari_Kunta,A14,"17°12'47.310""N","78°16'17.050""E",24.5,17.21314,78.2714
Kummari_Kunta,A15,"17°12'46.801""N","78°16'19.046""E",61.1,17.213,78.27196
Kummari_Kunta,A16,"17°12'46.789""N","78°16'20.017""E",28.7,17.213,78.27223
Chinna_Komati_Kunta,A1,"17°11'1.783""N","78°14'34.11""E",0.0,17.18383,78.24281
Chinna_Komati_Kunta,A2,"17°11'2.394""N","78°14'34.456""E",21.4,17.184,78.2429
Chinna_Komati_Kunta,A3,"17°11'2.759""N","78°14'34.515""E",11.42,17.1841,78.24292
Chinna_Komati_Kunta,A4,"17°11'3.024""N","78°14'35.139""E",20.19,17.18417,78.24309
Chinna_Komati_Kunta,A5,"17°11'3.675""N","78°14'35.243""E",21.43,17.18435,78.24312
Chinna_Komati_Kunta,A6,"17°11'3.675""N","78°14'35.45""E",6.84,17.18435,78.24318
Chinna_Komati_Kunta,A7,"17°11'4.165""N","78°14'35.426""E",8.11,17.18449,78.24317
Chinna_Komati_Kunta,A8,"17°11'4.545""N","78°14'35.801""E",13.49,17.1846,78.24328
Chinna_Komati_Kunta,A9,"17°11'4.345""N","78°14'36.618""E",15.04,17.18454,78.2435
Chinna_Komati_Kunta,A10,"17°11'4.124""N","78°14'36.534""E",12.2,17.18448,78.24348
Chinna_Komati_Kunta,A11,"17°11'3.583""N","78°14'36.381""E",12.03,17.18433,78.24344
Chinna_Komati_Kunta,A12,"17°11'3.12""N","78°14'37.162""E",15.84,17.1842,78.24366
Chinna_Komati_Kunta,A13,"17°11'5.83""N","78°14'37.15""E",15.24,17.18495,78.24365
Chinna_Komati_Kunta,A14,"17°11'6.753""N","78°14'38.342""E",26.81,17.18521,78.24398
